Label,MQ2,MQ3,MQ135,MQ136,MQ137,MQ138
Oyster Sauce,21.01633987,85.59803922,17.69444444,45.76797386,321.4232026,412.0767974
Oyster Sauce,21.35737705,86.89508197,17.85737705,46.93770492,326.6557377,421.4131148
Oyster Sauce,21.72532895,79.88998358,18.48768473,59.44006568,402.0426929,486.7142857
Oyster Sauce,21.34703947,79.22697368,18.48848684,58.79769737,402.9753289,486.6381579
Oyster Sauce,22.4624374,90.25876461,18.56594324,46.82804674,366.803005,466.9866444
Oyster Sauce,19.18635607,105.2612313,16.65723794,56.19800333,310.890183,444.8618968
Oyster Sauce,18.96173045,98.96505824,16.65224626,55.7703827,311.3660566,430.3976705
Oyster Sauce,19.69767442,95.11295681,17.0166113,51.30730897,346.0215947,405.3355482
Oyster Sauce,19.60732113,90.61397671,16.96339434,52.10648918,348.3793677,406.81198
Oyster Sauce,19.36772047,86.25956739,16.76206323,50.79201331,342.9633943,402.655574
Oyster Sauce,19.40765391,86.73377704,16.77537438,51.57404326,347.437604,403.4492512
Oyster Sauce,21.46787479,81.88632619,18.35255354,41.00329489,328.5041186,429.1581549
Oyster Sauce,21.57422512,78.55791191,18.34910277,43.99021207,336.6737357,482.9902121
Oyster Sauce,21.54351396,78.47704918,18.30819672,43.95081967,333.2327869,477.6622951
Oyster Sauce,22.77996716,105.8377049,19.36721311,45.82459016,322.804918,490.0836066
Oyster Sauce,22.95840266,106.7004992,19.58735441,48.72545757,352.4176373,493.9484193
Oyster Sauce,22.89351082,98.14975042,19.21464226,47.40266223,332.4309484,475.7354409
Oyster Sauce,22.70888158,90.72413793,19.01642036,45.85385878,331.1625616,480.2200328
Oyster Sauce,23.23039216,100.8972268,19.53996737,46.24143556,351.3784666,489.7699837
Oyster Sauce,22.97398374,98.14796748,19.6097561,48.40325203,352.1577236,495.9837398
Oyster Sauce,23.30819672,95.15220949,19.82160393,52.11456628,370.4402619,502.705401
Oyster Sauce,21.87520799,82.74209651,18.57237937,44.58069884,334.9650582,481.3178037
Worcestershire Sauce,28.34608985,317.7104825,38.02828619,135.9966722,551.4242928,600.5806988
Worcestershire Sauce,30.17304493,325.202995,35.78202995,121.7004992,558.1580699,612.672213
Worcestershire Sauce,31.86189684,329.3510815,34.47420965,139.3394343,537.8535774,628.7054908
Worcestershire Sauce,31.50915141,298.6222962,39.70382696,129.640599,543.6023295,625.7104825
Worcestershire Sauce,29.34158416,327.9257426,33.49009901,121.7326733,578.4323432,652.5660066
Worcestershire Sauce,28.48688525,321.9852459,33.43934426,113.3836066,563.4590164,649.8016393
Worcestershire Sauce,29.47039474,333.8371711,34.875,119.4884868,580.2763158,665.0838816
Worcestershire Sauce,41.63439065,376.5809683,52.8163606,166.2754591,633.4240401,698.8263773
Worcestershire Sauce,29.14003295,333.0939044,33.55518946,114.261944,566.5716639,655.2800659
Worcestershire Sauce,30.80398671,341.1262458,35.5730897,118.717608,570.4950166,650.7990033
Worcestershire Sauce,29.17434211,323.6151316,33.56907895,110.2039474,547.9276316,616.6529605
Worcestershire Sauce,30.29284526,344.1663894,40.4359401,157.3560732,592.2063228,638.2462562
Worcestershire Sauce,30.88186356,348.6921797,33.68219634,113.7520799,553.8419301,643.6222962
Worcestershire Sauce,31.25204583,358.4435352,35.71849427,120.0016367,574.6219313,658.888707
Worcestershire Sauce,29.59283388,333.2638436,34.29967427,111.980456,563.9201954,634.4250814
Worcestershire Sauce,30.2640264,347.8927393,36.11551155,116.4455446,572.0280528,650.4405941
Worcestershire Sauce,30.13976705,349.296173,35.06655574,117.672213,570.5141431,647.8935108
Worcestershire Sauce,29.59410802,341.5613748,35.35679214,114.8183306,571.4942717,644.5450082
Worcestershire Sauce,33.37936772,382.7920133,47.33943428,181.608985,604.8702163,660.936772
Worcestershire Sauce,29.27287854,325.0199667,44.7437604,154.156406,561.5806988,618.9317804
Worcestershire Sauce,31.24126456,346.8236273,42.36772047,158.1597338,575.2096506,621.9184692
Worcestershire Sauce,33.71048253,317.6672213,38.12312812,119.1447587,528.8186356,603.78203
Worcestershire Sauce,30.50915141,322.3610649,39.32778702,123.4292845,551.9334443,612.8585691
Worcestershire Sauce,31.77204659,337.7004992,37.46755408,125.0049917,561.3244592,621.0133111
Worcestershire Sauce,29.55740433,323.7870216,35.40765391,122.0166389,553.8153078,614.452579
Worcestershire Sauce,32.48424544,329.7595357,42.75290216,149.2487562,582.2537313,667.7678275
Worcestershire Sauce,35.58852459,321.0639344,44.63770492,122.2606557,529.4491803,645.4672131
Worcestershire Sauce,35.32622951,341.7590164,38.37868852,115.5918033,516.9606557,642.3213115
Worcestershire Sauce,33.59150327,335.0441176,37.9379085,112.9281046,517.8986928,641.4395425
Worcestershire Sauce,33.27512356,335.5881384,38.87149918,113.4728171,527.1136738,645.3261944
