Label,MQ2,MQ3,MQ135,MQ136
Fish Sauce,19.84893267,47.19376026,23.14638158,138.7766831
Fish Sauce,19.75041597,62.81031614,22.37271215,153.1747088
Fish Sauce,21.50819672,79.03934426,22.87848933,138.2606557
Fish Sauce,20.63772955,59.98998331,23.0066778,136.5792988
Fish Sauce,20.639399,60.24207012,22.74290484,141.8914858
Fish Sauce,20.44741235,61.70617696,22.9048414,150.2537563
Fish Sauce,18.5391015,73.90183028,20.12978369,139.8269551
Fish Sauce,18.6422629,74.76539101,20.24958403,141.3510815
Fish Sauce,18.4093178,73.5374376,20.04492512,137.063228
Fish Sauce,18.6156406,59.47088186,20.62063228,147.6422629
Fish Sauce,18.87640449,61.99897855,20.58222676,149.9407559
Fish Sauce,18.17304493,58.31946755,20.22129784,135.6389351
Fish Sauce,19.71214642,57.98336106,22.98835275,166.9883527
Fish Sauce,21.74876847,58.50738916,24.22697368,138.4203612
Fish Sauce,19.92512479,47.742096515,23.2462562,140.7004992
Fish Sauce,21.58735441,60.4093178,23.81198003,147.1381032
Fish Sauce,20.06372549,47.7254902,23.45588235,137.6732026
Fish Sauce,21.06026059,51.1237785,24.30130293,141.014658
Fish Sauce,21.1,60.6147541,23.44334975,148.9180328
Fish Sauce,20.92892562,55.48099174,22.58677686,135.2413223
Oyster Sauce,17.80551053,46.70988655,21.10696921,86.44084279
Oyster Sauce,16.70431894,51.08803987,19.24418605,84.54983389
Oyster Sauce,17.65391015,53.7437604,21.0266223,105.0382696
Oyster Sauce,17.14808652,51.27787022,20.12312812,92.90848586
Oyster Sauce,17.86115702,43.78842975,21.28264463,91.7785124
Oyster Sauce,18.03099511,49.18270799,21.81566069,90.89885808
Oyster Sauce,17.91843393,48.46655791,21.32463295,89.3360522
Oyster Sauce,17.76112026,46.06260297,21.11532125,86.96869852
Oyster Sauce,17.69444444,45.76797386,21.01633987,85.59803922
Oyster Sauce,17.85737705,46.93770492,21.35737705,86.89508197
Oyster Sauce,18.48768473,59.44006568,21.72532895,79.88998358
Oyster Sauce,18.48848684,58.79769737,21.34703947,79.22697368
Oyster Sauce,18.56594324,46.82804674,22.4624374,90.25876461
Oyster Sauce,16.65723794,56.19800333,19.18635607,105.2612313
Oyster Sauce,16.65224626,55.7703827,18.96173045,98.96505824
Oyster Sauce,17.0166113,51.30730897,19.69767442,95.11295681
Oyster Sauce,16.96339434,52.10648918,19.60732113,90.61397671
Oyster Sauce,16.76206323,50.79201331,19.36772047,86.25956739
Oyster Sauce,16.77537438,51.57404326,19.40765391,86.73377704
Oyster Sauce,18.35255354,41.00329489,21.46787479,81.88632619
Oyster Sauce,18.34910277,43.99021207,21.57422512,78.55791191
Oyster Sauce,18.30819672,43.95081967,21.54351396,78.47704918
Oyster Sauce,19.36721311,45.82459016,22.77996716,105.8377049
Oyster Sauce,19.58735441,48.72545757,22.95840266,106.7004992
Oyster Sauce,19.21464226,47.40266223,22.89351082,98.14975042
Oyster Sauce,19.01642036,45.85385878,22.70888158,90.72413793
Oyster Sauce,19.53996737,46.24143556,23.23039216,100.8972268
Oyster Sauce,19.6097561,48.40325203,22.97398374,98.14796748
Oyster Sauce,19.82160393,52.11456628,23.30819672,95.15220949
Oyster Sauce,18.57237937,44.58069884,21.87520799,82.74209651
Worcestershire Sauce,38.02828619,135.9966722,28.34608985,317.7104825
Worcestershire Sauce,35.78202995,121.7004992,30.17304493,325.202995
Worcestershire Sauce,34.47420965,139.3394343,31.86189684,329.3510815
Worcestershire Sauce,39.70382696,129.640599,31.50915141,298.6222962
Worcestershire Sauce,33.49009901,121.7326733,29.34158416,327.9257426
Worcestershire Sauce,33.43934426,113.3836066,28.48688525,321.9852459
Worcestershire Sauce,34.875,119.4884868,29.47039474,333.8371711
Worcestershire Sauce,52.8163606,166.2754591,41.63439065,376.5809683
Worcestershire Sauce,33.55518946,114.261944,29.14003295,333.0939044
Worcestershire Sauce,35.5730897,118.717608,30.80398671,341.1262458
Worcestershire Sauce,33.56907895,110.2039474,29.17434211,323.6151316
Worcestershire Sauce,40.4359401,157.3560732,30.29284526,344.1663894
Worcestershire Sauce,33.68219634,113.7520799,30.88186356,348.6921797
Worcestershire Sauce,35.71849427,120.0016367,31.25204583,358.4435352
Worcestershire Sauce,34.29967427,111.980456,29.59283388,333.2638436
Worcestershire Sauce,36.11551155,116.4455446,30.2640264,347.8927393
Worcestershire Sauce,35.06655574,117.672213,30.13976705,349.296173
Worcestershire Sauce,35.35679214,114.8183306,29.59410802,341.5613748
Worcestershire Sauce,47.33943428,181.608985,33.37936772,382.7920133
Worcestershire Sauce,44.7437604,154.156406,29.27287854,325.0199667
Worcestershire Sauce,42.36772047,158.1597338,31.24126456,346.8236273
Worcestershire Sauce,38.12312812,119.1447587,33.71048253,317.6672213
Worcestershire Sauce,39.32778702,123.4292845,30.50915141,322.3610649
Worcestershire Sauce,37.46755408,125.0049917,31.77204659,337.7004992
Worcestershire Sauce,35.40765391,122.0166389,29.55740433,323.7870216
Worcestershire Sauce,42.75290216,149.2487562,32.48424544,329.7595357
Worcestershire Sauce,44.63770492,122.2606557,35.58852459,321.0639344
Worcestershire Sauce,38.37868852,115.5918033,35.32622951,341.7590164
Worcestershire Sauce,37.9379085,112.9281046,33.59150327,335.0441176
Worcestershire Sauce,38.87149918,113.4728171,33.27512356,335.5881384
